ID,post_title,post_content,post_type,post_status,STREET_SUBURB,CONTACT,EMAIL,WEBSITE
212,Aged & Community Care - Wangaratta Rural City Council,"Aged & Community Care - Rural City of Wangaratta is a local well-established Home Care Package provider, having operated since 1998, and understands how to support older people. 
We know how important it is for older people to stay living in their own home, active in the local community and supported in their lifestyle choice.
Our flexible services can make your day run smoothly. We can help you get ready for the day, keep your home clean and tidy, stay healthy and safe, attend appointments, catch up with family and friends, have a friendly face call by, use technology to support your safety and a range of respite options to provide a break for carers.

Our Home Care Packages are delivered by local people who care for the local community, and can meet with people at home to discuss their needs. 
We offer a range of flexible support that suits different needs, beliefs and cultural backgrounds.
Please phone our helpful staff on 1300 982 662
",gd_place,publish,WANGARATTA,6.11301E+11,contactacc@wangaratta.vic.gov.au,http://www.wangaratta.vic.gov.au/services-facilities/aged-disability-services
213,Mercy Health Home Care Services Northern Metro,"Our experienced team offers you the right support around your home and beyond, whenever you need it, to keep living the life you love.
 
A trusted not-for-profit provider whose mission is to ‘care first’, we deliver personalised help to make life that little bit easier.
 
Our flexible services can make your day run smoothly. We can help you get ready for the day, keep your home clean and tidy, stay healthy and safe, attend appointments, catch up with family and friends, have a friendly face call by, use technology to support your safety, or anything else you need to enjoy life. We can support you whenever you need us, from one hour a week to 24/7. We can provide care under a range of funding models, including Home Care Packages, and expert advice to help you get the most out of your service, every step of the way.
 
A simple chat with Mercy Health can give you and your loved ones the help you need to continue to live life – your way.
",gd_place,publish,PRESTON,6.113E+11,mhcs@mercy.com.au,https://goo.gl/a3sg2B
214,Harmony Homecare,"Our vision is for you to choose to remain living in your own home while receiving the finest quality, tailored and personal care services available.",gd_place,publish,HEIDELBERG WEST,6.113E+11,batra@harmonyhomecare.com,http://www.harmonyhomecare.com.au
215,Australian Multicultural Community Services Inc Home Care Packages  Barwon South Western,"AMCS Home Care Packages offer a range of services for seniors that provide you with the support to continue living independently in your home. 
Our Home Care Packages are flexible, coordinated and tailored to meet your specific needs. They include services like help around the house, assistance with personal care and grooming, transport, meal provision, social support, companionship and other important services. This means someone may help you with chores, or take you out to do some shopping, perhaps clean that hard to reach part of your shower, help you with some gardening and so much more.
We do not believe that one size fits all. That is why you are in control, our staff will work with you to customise the services to meet your specific needs and circumstances. 
We have over 120 friendly, bilingual staff who are ready to provide you with support. Our 35 years of working with seniors from multicultural communities mean that we are best placed to understand your cultural needs.",gd_place,publish,GEELONG WEST,6.10397E+11,referrals@amcservices.org.au,http://www.amcservices.org.au/home-care-packages/
216,Melbourne City Council,"The City of Melbourne Home Care Packages are tailored to meet your individual needs.

An experienced Case Manager will meet with you in person, understand your individual circumstances and be available if you have any questions. 

They will be respectful of your wishes in assisting you to develop a plan for services and supports that will enable you to stay at home as long as possible.

As a not-for-profit organisation, our interest is in delivering choice and quality of services to you.",gd_place,publish,MELBOURNE,6.10397E+11,ads@melbourne.vic.gov.au,http://www.melbourne.vic.gov.au
217,Corryong Health,"Corryong Health serves a geographically isolated population in North-East Victoria  eastern end of Towong Shire and southern New South Wales. Our service area covers Khancoban, Tintaldra, Cudgewa, Lucyvale, Nariel, Towong and Thowgla,   Albury/ Wodonga is the nearest major regional centre 125km’s away. 
Corryong Health is a highly integrated organisation providing a broad range of hospital, residential aged care, medical and primary health and community support services including home care & home care packages, district nursing, meals on wheels, planned activity group, home & garden maintenance, allied health and in-home respite services, which are all located on a single site.
",gd_place,publish,CORRYONG,6.10261E+11,jill.boers@corryonghealth.org.au,http://www.corryonghealth.org.au
218,Mercy Health Home Care Services Southern Metro & Mornington Peninsula,"Our experienced team offers you the right support around your home and beyond, whenever you need it, to keep living the life you love.
 
A trusted not-for-profit provider whose mission is to ‘care first’, we deliver personalised help to make life that little bit easier.
 
Our flexible services can make your day run smoothly. We can help you get ready for the day, keep your home clean and tidy, stay healthy and safe, attend appointments, catch up with family and friends, have a friendly face call by, use technology to support your safety, or anything else you need to enjoy life. We can support you whenever you need us, from one hour a week to 24/7. We can provide care under a range of funding models, including Home Care Packages, and expert advice to help you get the most out of your service, every step of the way.
 
A simple chat with Mercy Health can give you and your loved ones the help you need to continue to live life – your way.
",gd_place,publish,LYNBROOK,6.113E+11,mhcs@mercy.com.au,https://goo.gl/a3sg2B
219,The Salvation Army Community Care - Melbourne Southwest - Home Care Packages,"The Salvation Army is one of the nation’s largest and most experienced welfare providers, assisting more than one million people each year across a diverse range of human needs. 

We have been providing aged care to older people in their homes since 1993.  Our Home care packages support people who have special needs.We have specialised expertise working with people with mental illness, long term substance abuse, and dementia or challenging behaviours. We pride ourselves in supporting older people that other organisations find difficult.  Our services are tailored to meet your needs and we will support you to live at home safely. 

We work across all areas of Melbourne and our approach is hands on. We do not believe in supporting people from afar. You will be allocated a Care coordinator who will be your dedicated worker along with support staff that will assist you. We provide all the services allowable.We do so with passion to support and encourage you to live your own life.",gd_place,publish,BRAYBROOK,6.10393E+11,communitycarevic@salvationarmy.org.au,https://agedcare.salvos.org.au/community-care-vic/
220,Who Cares? We Care! PTY LTD,"Who Cares? We Care! Pty Ltd provide home support services for people requiring help at home. Our services are delivered with integrity in a dedicated and competent manner respecting personal, cultural and religious preferences. Services are tailored to enhance each persons wellbeing, independence and social inclusion within an environment of trust and respect. Our services include; Personal care, Home help, Shopping, Transportation, Meal preparation and Respite",gd_place,publish,CHELSEA HEIGHTS,6.10398E+11,info@whocareswecare.com.au,http://whocareswecare.com.au
221,Baldwin Living Spring Gardens,Home Care package services provided in a Retirement Village setting,gd_place,publish,DINGLEY VILLAGE,6.10362E+11,mfarley@baldwinliving.com.au,https://https://baldwinliving.com.au/
222,Freedom Aged Care Geelong,"Clinical Care 
Medication Management
Pain Management 
Skin Integrity Management
Wound Management
Palliative Care
Personal care
Continence Support
Mobility & Falls Risk
Diet & Nutritional Support
Sleep Support
Domestic Support
Allied Health",gd_place,publish,GROVEDALE,6.1046E+11,fhcs@aveo.com.au,
223,Apto Options,"Apto Group is an independent company that has been offering high quality support services since 2004. Our mission is to provide a choice of support services for people living within the community. We aim to re-enable people to continue living in their community, and participating in their chosen valued life activities, all the while being as independent as they wish.

Apto Options is our Home Care Packages team of dedicated professional Case Managers to assist with coordinating your care needs and assisting with managing the funds of your Home Care Package. Your informed choice is always the first priority of our Case Managers. They will work collaboratively with you and your loved ones to develop a Support Plan identifying your personal goals as well as attend to your identified needs.",gd_place,publish,CROYDON,6.10397E+11,mail@apto.com.au,http://www.apto.com.au
224,Home Care Packages genU Karingal St Laurence,"At genU, we have services to assist you or people you care about to maintain independence, health and community participation – while living in the comfort and familiarity of your own home.

genU has an experienced team of expert case managers and care coordinators who will partner with you to ensure you are supported to live at home and get the best value from your HCP.

A Home Care Package (HCP) is an Australian government subsidy provided to eligible over 65s to help you live at home as long as you want. There are four levels of HCPs, from Level 1 (basic care) through to Level 4 (high care needs).
",gd_place,publish,HIGHTON,6.11301E+11,contact@genu.org.au,https://www.genu.org.au
225,"Migrant Resource Centre North West Region Home Care Packages Level 1,2,3,and 4","Delivery of Home Care Package Services, Level 1,2,3, and 4 - The Migrant Resource Centre North West Region Inc. (MRCNWR) is a not for profit home care provider that has been providing high quality community services to the Culturally & Linguistically Diverse (CALD) community in excess of three decades and in more recent years to the broader community. In order to enable our communities to remain living independently in their own home, we have been delivering quality care services extending services across various locations of metropolitan Melbourne, Victoria. Our service delivery is based on the Consumer Directed Care (CDC) approach involving consumers in their choice as to how they receive their services. Our Home Care Packages are all individually designed with our clients and/or their representatives to ensure that the supports they receive from us meet their needs. Our staff are predominantly bilingual.",gd_place,publish,ST ALBANS,6.10394E+11,zeinab_h@mrcnorthwest.org.au,
226,Samarinda Ashburton Aged Services Inc,"Our purpose is: To support local people and families to remain connected to their community.
Our vision is: Every local individual and family deserves to remain connected, engaged and valued in the community they know and love.
Our goal is the same as yours: For you to remain healthy and living independently at home.
If you choose Samarinda, our professional staff will work with you to make informed decisions, identify the services that best meet your needs and manage your individual home care package budget.
Our guiding philosophy is locals for locals. We know who the local service providers are and can help you to integrate a Home Care Package with access to other services that might benefit you through our Community Centre, Delivered Meals Service, Transport Service and Day Respite Facility.",gd_place,publish,ASHBURTON,6.11301E+11,intake@saas.org.au,http://www.samarinda.org.au
227,Baptcare Home Care Hume/Loddon - Chiltern Office,"Get a FREE CONSULTATION AT HOME to discuss how to best use your package

At Baptcare, we know living at home can mean the world. We make sure you have what you need to live independently and keep doing what’s important to you.

We’re ready to assist with everyday tasks such as housework, meal preparation, transport and personal care. Our team also includes skilled healthcare professionals to help you to stay safe and well—nurses, occupational therapists, physiotherapists, podiatrists, case managers, and diversional therapists.

Choose a not-for-profit care provider, that believes that everyone deserves the best of care—and to live a rich, full life. There are no daily fees and we offer care management options to suit you and your family.

Talk to a trusted, leading choice for home care with 70 years’ experience in aged care—Call 13 BAPTCARE (13 22 78) in business hours or visit Baptcare.org.au

COMMONWEALTH GOVERNMENT RECOGNISED",gd_place,publish,CHILTERN,61132278,enquiries@baptcare.org.au,http://baptcare.org.au/services/home-help/homecare-packages
228,Baptcare Home Care Hume/Loddon - Bundoora Office,"Get a FREE CONSULTATION AT HOME to discuss how to best use your package

At Baptcare, we know living at home can mean the world. We make sure you have what you need to live independently and keep doing what’s important to you.

We’re ready to assist with everyday tasks such as housework, meal preparation, transport and personal care. Our team also includes skilled healthcare professionals to help you to stay safe and well—nurses, occupational therapists, physiotherapists, podiatrists, case managers, and diversional therapists.

Choose a not-for-profit care provider, that believes that everyone deserves the best of care—and to live a rich, full life. There are no daily fees and we offer care management options to suit you and your family.

Talk to a trusted, leading choice for home care with 70 years’ experience in aged care—Call 13 BAPTCARE (13 22 78) in business hours or visit Baptcare.org.au

COMMONWEALTH GOVERNMENT RECOGNISED",gd_place,publish,BUNDOORA,61132278,enquiries@baptcare.org.au,http://baptcare.org.au/services/home-help/homecare-packages
229,West Wimmera Health Service - Home Care Package Program,"At West Wimmera Health Service it is our belief that older people should be able to live independently and safely in their own homes for as long as possible. 
If you want to stay in your own home as you get older, but need help with a range of services like cleaning and preparing meals, gardening, assistance with showering, or with transport so that you can go shopping or attend appointments, a Home Care Package may be for you.
Home Care Packages is about helping people continue living a good life at home, provided it meets legal and safety requirements.
Home Care Packages allows the client and the carer the power to manage the delivery of services required and how the funding for their package is spent with the assistance of the Case Manager.
",gd_place,publish,NHILL,6.10354E+11,julie.worsley@wwhs.net.au,http://www.wwhs.net.au
230,Inclusive Home Care,"We provide Commonwealth Government funded Home Care Packages services that are flexible and reflect the needs of our multicultural communities, as well as caring for all eligible clients.
Our culturally aware and multilingual employees provide services tailored to suit individuals and families. We cater to language and cultural needs to continue your way of life and values while providing carer-assisted independent home living. 

Our priority is to team up with carefully selected carers or nurses of the same gender, religion, culture and linguistic needs and capabilities to support you and your family.
•	We work with you to understand your needs and cultural preferences when providing all services. These include preparing meals, providing counselling, respite care, creating community links, and additional services.
•	We take flexible and open-minded approach to designing your care package
•	We empower you to reach your goals at home or in the community

",gd_place,publish,MOONEE PONDS,6.10399E+11,info@inclusivehomecare.com.au,http://inlcusivehomecare.com.au
231,Wunda Home & Community Care Service,"Social Support individual, Domestic Assistance, Personal Care, Assistance with Self-Care, House Cleaning, Assistance General, Gardening, Individual, Meals,",gd_place,publish,TOTTENHAM,6.10469E+11,irena_homecare@outlook.com,http://wundahomecare.com.au
232,Vasey RSL Care Home Care (North),"Home Care packages developed by you for your needs; our expertise is on hand to keep you safe, healthy and at home. No service plan is locked in – you make changes as your needs change and services are provided according to funds available at any given time. Monthly easy to read consumer statements delivered to you by post or email let you know exactly how your package funds have been spent. DVA recipients encouraged to make contact to find out how to maximise your entitlements. Go on, give us a call today – 03 9810 5500, ask to speak to the friendly Home Care Team today.",gd_place,publish,HAWTHORN,6.10398E+11,homecare@vaseyrslcare.org.au,http://www.vaseyrslcare.org.au
233,BlueCross Eastern,"BlueCross provides care programs to clients through the government subsidised Home Care Packages. BlueCross HomeCare want to  help you to stay at home for as long as possible, and give you choice and flexibility in the way that care and support is provided.

There are currently four levels of Home Care Packages, from basic to high level care, that are designed to give you the support care you need. The level of package you have been deemed eligible for will determine how much support is provided.
",gd_place,publish,HAWTHORN EAST,6.113E+11,placement@bluecross.com.au,http://www.bluecross.com.au/care-at-home/programs/home-care-packages
234,Freedom Aged Care Doncaster,"Clinical Care 
Medication Management
Pain Management 
Skin Integrity Management
Wound Management
Palliative Care
Personal care
Continence Support
Mobility & Falls Risk
Diet & Nutritional Support
Sleep Support
Domestic Support
Allied Health",gd_place,publish,DONCASTER EAST,6.1046E+11,fhcs@aveo.com.au,
235,Star Health - South Melbourne,"Home Care Packages are the support you need to stay safe and healthy at home; services are what you need when you want them and can include gardening, spring cleaning, house cleaning, laundry, meal preparation, shopping assistance, escort and transport to appointments, social time with a carer. Consider the possibilities and we will see what we can do for you.",gd_place,publish,SOUTH MELBOURNE,6.10395E+11,info@starhealth.org.au,http://www.starhealth.org.au
236,Orbost Regional Health - Home Care Packages,.,gd_place,publish,ORBOST,6.10352E+11,homecarepackages@orh.com.au,
237,Omni-Care HCP,At Omni-Care we specialise in the provision of responsive and reliable home care packages. We strive to deliver support that maximises your life choices through innovative service delivery. We give you the flexibility to choose a case management option that suits your individual needs and our direct care staff are widely recognised as the best trained and managed in the sector.,gd_place,publish,PRESTON,6.10395E+11,hcp@omni-care.com.au,http://www.omni-care.com.au
238,Christian Home Care,"We believe that God loves all people and He calls us to serve. Therefore, we listen to your unique story, identify choices and opportunities to meet your needs and provide assistance in the areas of your choice. We are passionate about empowering you to continue enjoying living at home and we offer support with personal care and domestic assistance as well as specialist services delivered by a health care team that includes nurses, physiotherapists, podiatrists and pharmacists.Through our Christian Home Care Community, you will benefit from complimentary events and opportunities to connect with other seniors, make friends and enjoy life outside of home.Communication with our team is easy and prompt; we will respond to your messages within 24 hours Monday to Saturday. Sunday is for worship and for emergencies only.  We can help you navigate the Home Care Package process with no obligation to join us.Ring (03) 8822 3567 or email anca@christianhomecare.com.au",gd_place,publish,RINGWOOD,6.10391E+11,anca@christianhomecare.com.au,https://christianhomecare.com.au/
239,Mercy Health Home Care Services South East Metro,"Our experienced team offers you the right support around your home and beyond, whenever you need it, to keep living the life you love.
 
A trusted not-for-profit provider whose mission is to ‘care first’, we deliver personalised help to make life that little bit easier.
 
Our flexible services can make your day run smoothly. We can help you get ready for the day, keep your home clean and tidy, stay healthy and safe, attend appointments, catch up with family and friends, have a friendly face call by, use technology to support your safety, or anything else you need to enjoy life. We can support you whenever you need us, from one hour a week to 24/7. We can provide care under a range of funding models, including Home Care Packages, and expert advice to help you get the most out of your service, every step of the way.
 
A simple chat with Mercy Health can give you and your loved ones the help you need to continue to live life – your way.",gd_place,publish,HUGHESDALE,6.113E+11,mhcs@mercy.com.au,https://goo.gl/a3sg2B
240,Seniors Community Care,"Seniors Community Care has been providing quality care and support services to the community for more than 20 years, and are one of the few service providers who offer the complete range of health and lifestyle support services.  

Our friendly staff will work with you to provide support in your home, tailored to meet your individual needs and preferences.  These services may include help to keep your home and garden tidy and safe, assistance to get out and about, support for your everyday health and wellbeing or provision of specialised clinical and allied health services.

Our Home Care Packages provide personalised, flexible solutions enabling you to have as much involvement in the management of your supports and funding as you would like. 

Please give us a call, for an obligation free chat on (03) 5977 6966.
",gd_place,publish,SOMERVILLE,6.1036E+11,info@snrs.com.au,http://www.snrs.com.au
241,"Prestige Inhome Care, Bayside","At Prestige Inhome Care we believe you should spend your money on quality care, not on fees. We charge some of the LOWEST fees in the industry. NO mandatory Case Management, NO daily fee & NO exit fee – leaving you with more money in your budget, to spend on your care. We're proud to have been helping people remain in their own homes and live as comfortably and independently as possible, for over 20 years now
We believe you should be able to tailor your Home Care Package; choosing services you need and only paying for case management services you require
Prestige also provides private care on a fee for service basis, ranging from 1 hour through to 24hr care
Our extensive network of dedicated carers is coordinated through our Bayside, Hawthorn, Mornington, Geelong and Sydney offices.
Each of our client's needs and preferences are matched with the specific expertise and qualities of our carers, ensuring truly tailored care is delivered to you.
Call us to arrange a free consultation",gd_place,publish,MOORABBIN,6185877900,enquiries@prestigeinhomecare.com.au,http://www.prestigeinhomecare.com.au
242,"Prestige Inhome Care, Geelong","At Prestige Inhome Care we believe you should spend your money on quality care, not on fees. So we charge some of the LOWEST fees in the industry. NO min Case Management, NO daily fee & NO exit fee – leaving you with more money in your budget to spend on your care.
We're proud to have been helping people remain in their own homes and live as comfortably and independently as possible, for over 20 years now
We believe you should be able to tailor your Home Care Package; choosing services you need and only paying for case management services you require.
Prestige also provides private care on a fee-for-service basis, ranging from 1 hour through to 24hr care. 
Our extensive network of dedicated staff are coordinated through our Bayside, Hawthorn, Mornington, Geelong and Sydney offices.
Each of our client's needs and preferences are individually matched with the expertise and qualities of our carers, ensuring we provide truly tailored care
Call us to arrange a free consultation",gd_place,publish,GEELONG,6152228580,enquiries@prestigeinhomecare.com.au,http://www.prestigeinhomecare.com.au
243,"Prestige Inhome Care,   Eastern Office","At Prestige Inhome Care we believe you should spend your money on quality care, not on fees. We charge some of the LOWEST fees in the industry. NO mandatory Case Management, NO daily fee & NO exit fee – leaving you with more money in your budget, to spend on your care. We're proud to have been helping people remain in their own homes and live as comfortably and independently as possible, for over 20 years now
We believe you should be able to tailor your Home Care Package; choosing services you need and only paying for case management services you require
Prestige also provides private care on a fee for service basis, ranging from 1 hour through to 24hr care
Our extensive network of dedicated carers is coordinated through our Bayside, Hawthorn, Mornington, Geelong and Sydney offices.
Each of our client's needs and preferences are matched with the specific expertise and qualities of our carers, ensuring truly tailored care is delivered to you.
Call us to arrange a FREE consultation",gd_place,publish,HAWTHORN,6.113E+11,enquiries@prestigeinhomecare.com.au,http://www.prestigeinhomecare.com.au
244,"Prestige Inhome Care, Mornington Peninsula","At Prestige Inhome Care we believe you should spend your money on quality care, not on fees. We charge some of the LOWEST fees in the industry. NO mandatory Case Management, NO daily fee & NO exit fee – leaving you with more money in your budget, to spend on your care. We're proud to have been helping people remain in their own homes and live as comfortably and independently as possible, for over 20 years now
We believe you should be able to tailor your Home Care Package; choosing services you need and only paying for case management services you require
Prestige also provides private care on a fee for service basis, ranging from 1 hour through to 24hr care
Our extensive network of dedicated carers is coordinated through our Bayside, Hawthorn, Mornington, Geelong and Sydney offices.
Each of our client's needs and preferences are matched with the specific expertise and qualities of our carers, ensuring truly tailored care is delivered to you.
Call us to arrange a free consultation",gd_place,publish,MORNINGTON,6159736455,enquiries@prestigeinhomecare.com.au,http://www.prestigeinhomecare.com.au
245,Freedom Aged Care Sandringham,"Nursing Services
Medication Management
Pain Management 
Skin Management
Wound Management
Palliative Care
Personal care
Continence Support
Mobility & Falls Risk
Diet & Nutritional Support
Sleep Support
Behavioural Management
Domestic Support
Chronic Disease Management
",gd_place,publish,SANDRINGHAM,6.1046E+11,fhcs@aveo.com.au,
246,Australian Multicultural Community Services - Home Care Packages - Eastern Metropolitan,"AMCS Home Care Packages offer a range of services for seniors that provide you with the support to continue living independently in your home. 
Our Home Care Packages are flexible, coordinated and tailored to meet your specific needs. They include services like help around the house, assistance with personal care and grooming, transport, meal provision, social support, companionship and other important services. This means someone may help you with chores, or take you out to do some shopping, perhaps clean that hard to reach part of your shower, help you with some gardening and so much more.
We do not believe that one size fits all. That is why you are in control, our staff will work with you to customise the services to meet your specific needs and circumstances. 
We have over 120 friendly, bilingual staff who are ready to provide you with support. Our 35 years of working with seniors from multicultural communities mean that we are best placed to understand your cultural needs.",gd_place,publish,MAIDSTONE,6.10397E+11,referrals@amcservices.org.au,http://www.amcservices.org.au/home-care-packages/
247,Accommodation and Care Solutions - VIC,,gd_place,publish,HIGHETT,6.11301E+11,info@acares.com.au,http://www.acares.com.au
248,Mercy Health Home Care Services Gippsland Region,"Our experienced team offers you the right support around your home and beyond, whenever you need it, to keep living the life you love.
 
A trusted not-for-profit provider whose mission is to ‘care first’, we deliver personalised help to make life that little bit easier.
 
Our flexible services can make your day run smoothly. We can help you get ready for the day, keep your home clean and tidy, stay healthy and safe, attend appointments, catch up with family and friends, have a friendly face call by, use technology to support your safety, or anything else you need to enjoy life. We can support you whenever you need us, from one hour a week to 24/7. We can provide care under a range of funding models, including Home Care Packages, and expert advice to help you get the most out of your service, every step of the way.
 
A simple chat with Mercy Health can give you and your loved ones the help you need to continue to live life – your way.
",gd_place,publish,MORWELL,6.113E+11,mhcs@mercy.com.au,https://goo.gl/a3sg2B
249,Arcare Home Packages - VIC - Melbourne East,"Arcare is a family-owned business that has been at the forefront of 5-star seniors’ living for over 40 years. 

Arcare Home Care Packages
- Low administration fees
- No hidden fees or basic daily care fees
- Comprehensive initial assessment to determine strategies to meet your needs and goals 
- Our Care Consultants can provide guidance or make a complimentary home visit to discuss appropriate aged care services available to assist you
- Local Care Consultants to support you and coordinate your services
- We match your personal support worker to your needs
- After hours phone service for scheduling changes that are required outside of normal business hours
- Social group activities available for clients

We also provide privately-funded services and are a registered provider of the National Disability Insurance Scheme (NDIS). Arcare own and operate 40 aged care communities across VIC, QLD and NSW.",gd_place,publish,MALVERN EAST,6.113E+11,hcviccareconsultants@arcare.com.au,http://www.arcare.com.au/home-care/
250,Australian Croatian Community Services (Barwon South West),"At Australian Croatian Community Services we have qualified and experienced staff to help you or your loved one remain safe and well at home. We are experienced at supporting people with dementia, disabilities and specialised needs. All our services are provided with care, sensitivity and respect.

Our staff are bi-lingual and are able to meet the language and cultural needs of our specialised cultures Croatian and Bosnian and to the broader and other migrant communities.

Getting the right help at the right time is very important to us. Please contact us regarding your needs. 
",gd_place,publish,BELL PARK,6.10401E+11,francib@accs.asn.au,http://www.accs.asn.au
251,Community Interlink - Cobram,"Community Interlink links your local health service or hospital to you,  providing Home Care Packages.
Our services now include Albury Wodonga Health, North East Health Wangaratta, Nexus, GV Health, Alexandra District Health, Beechworth Health Service, Benalla Health, Gateway Health, Indigo North Health, Kilmore & District Hospital, Mansfield District Hospital, Nathalia District Hospital, Numurkah District Health, Seymour Health, Tallangatta Health, Yarrawonga Health, and Yea & District Memorial Hospital.
As you have supported your LOCAL health services or hospital, now let us support you in your home and via coordinating your Home Care package.
Home Care Level 1 - deisgned to support people with Basic care needs;
Home Care Level 2 - designed to support people with LOW level care needs;
Home care Level 3 - designed to support people with Intermediate level care needs;
Home Care Level 4 - designed to support people with High level care needs",gd_place,publish,COBRAM,6.113E+11,info@interlink.org.au,http://www.communityinterlink.org.au
252,Just Better Care Western Victoria,,gd_place,publish,HORSHAM,6.10354E+11,craig.cook@justbettercare.com,http://justbettercare.com
253,Better Living Homecare QLD,"- We offer a low fixed fee of 23%, guaranteed quality customer service, great care options and we let you spend your funds how you want to. 

- Our super level of service and flexibility is unmatched.

- With us you will pay: no daily fee, no set up fee and no exit fee. 

- We work with a large network of carers and care service providers, local to you. 

- We are passionate about working with our clients and their families to find the best care service provider to fit your individual situation.

- We are highly responsive and dedicated to great customer service which our clients love. We are friendly, welcoming, professional and here when you need us.

- With our low flat fee and no hidden fees, our clients have more funds available for care services than with other Providers. 

- Our team has over 30 years of experience in the aged care industry, so with us you're in great hands. 
 
Call 1300 307 344 to speak with one of our Care Experts about your situation.",gd_place,publish,MALVERN EAST,6.113E+11,hello@betterlivinghomecare.com.au,http://www.betterlivinghomecare.com.au
254,annecto - Grampians VIC,"What’s important to me? Living in my own home.

annecto support you in your home, helping you with what’s important to you, the everyday things. We lighten the load for you and your family by helping with as little or as much as you need. 
It can be difficult to ask for help when you’re used to doing things yourself. You want the right people. People who will listen and take your lead. Our teams are experienced in connecting you to the right people, so you get the most out of your package and the right person for what you need. 

Whether it’s low level support (level 1 and 2 packages) or high level support (level 3 and 4 packages), annecto want you to enjoy being safe and comfortable at home.

annecto also offer our flexible user pay service, My Support. You can use My Support to add to the support you receive through your Home Care Package.

Speak to annecto about what you need and how we can help.

",gd_place,publish,ALFREDTON,6.10394E+11,northern@annecto.org.au,http://www.annecto.org.au
255,New Aged Care P/L - Home Care,"New Aged Care have been providing health care services for over 30yrs to our community. By complimenting the services you know and trust, we will support you to maintain your independence and stay connected to the community in the comfort of your own home. Our local service providers understand our community values. We ensure choice and flexibility when helping you select services and it is important to us that your beliefs, culture, dignity & social diversity are respected. Your case manager will provide ongoing support and assessment of your health & social needs.  Home visits will be personalised as we continue to monitor your health and well-being.  As your assessed needs change we will work together with you and your family to review your support services. We realise choosing your home care provider can be difficult and stressful, however with our guidance we will simplify the process and ensure your assessed needs are met.",gd_place,publish,WOODEND,6.10354E+11,ddevlin@newagedcare.com.au,https://newagedcare.com.au
256,Latrobe Community Health Service - Eastern Metropolitan Region,"Our health needs change as we age, but one thing stays the same: our desire to remain living in our own home. But navigating the complex world of aged care services can be overwhelming.
That’s where Latrobe Community Health Service can help. When you choose us to help coordinate your home care package, you’re choosing peace of mind.
Latrobe Community Health Service is an experienced and trusted provider of Home Care Packages in Victoria. We are not just a service provider though: we are advocates, working on behalf of our clients to ensure their Home Care Package is delivering everything they need to live happily and independently at home for longer.
Experienced and trusted
Latrobe Community Health Service has delivered home care services to thousands of clients throughout Victoria for more than 22 years.
Our clients stay with us because they trust us. They appreciate our reliability and our ‘no surprises’ approach to service delivery.
You are in control.",gd_place,publish,CHIRNSIDE PARK,6.118E+11,homecarepackages@lchs.com.au,http://bit.ly/lchshomecare
257,Royal Freemasons Home Care,"The care and support delivered through our Home Care program gives eligible customers the opportunity to continue to enjoy the comfort and independence of living in their own home.
Coordinated programs are delivered by trained staff from Royal Freemasons, so it's someone you know who comes to the door. Our programs are individually tailored to each customer's needs depending on their circumstances and preferences, and include help and assistance with a wide range of personal and household tasks as well as on-going review of care. We can discuss the most appropriate range of services to enable you to be as independent as possible, while ensuring you have choice and control in decision-making.
",gd_place,publish,MELBOURNE,6.11801E+11,homecareaccess@royalfreemasons.org.au,http://www.royalfreemasons.org.au
258,Mercy Health Home Care Services Geelong,"Our experienced team offers you the right support around your home and beyond, whenever you need it, to keep living the life you love.
 
A trusted not-for-profit provider whose mission is to ‘care first’, we deliver personalised help to make life that little bit easier.
 
Our flexible services can make your day run smoothly. We can help you get ready for the day, keep your home clean and tidy, stay healthy and safe, attend appointments, catch up with family and friends, have a friendly face call by, use technology to support your safety, or anything else you need to enjoy life. We can support you whenever you need us, from one hour a week to 24/7. We can provide care under a range of funding models, including Home Care Packages, and expert advice to help you get the most out of your service, every step of the way.
 
A simple chat with Mercy Health can give you and your loved ones the help you need to continue to live life – your way.",gd_place,publish,GEELONG WEST,6.113E+11,mhcs@mercy.com.au,https://goo.gl/a3sg2B
259,"Star Health - Fitzroy St, St Kilda","Home Care packages provided to people over 65 years of age in consultation with what you want; when you want it. Our service coordinators are available to take your call and assist you to have care and services delivered to your home at a day and time convenient to you. Our Care Advisers are available to advise you on the types of care and service you can have. Take tips on how to maximise your transport options; get the most from your local chemist; enjoy reconnecting with your community and having extra help when you need it most. Our Home Care packages are available in the inner Southern suburbs of Melbourne. Popular suburbs for services include St Kilda, Port Melbourne, Elwood, Elsternwick, Albert Park, South Bank, South Melbourne, South Yarra, Windsor and Malvern just to name a few.",gd_place,publish,ST KILDA,6195251300,referrals@starhealth.org.au,http://www.starhealth.org.au
